Group 1,Group 2,Group 3,Group 4,Name,Nutrient,Minimum,Maximum
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Cl,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Co,0,25
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Co,0.1,25
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),CP,5.5,6
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),CP,5.5,6
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Cu,0,40
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Cu,10,40
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),DM,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),DM,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),EE,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),EE,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),eNDF,20,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),eNDF,20,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Fe,0,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Fe,50,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),I,0,50
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),I,0.5,50
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),K,0.546,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),K,0.546,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),MECattle,2.04,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),MECattle,2.04,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Mg,0.11,0.6
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Mg,0.11,0.6
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Mn,0,2000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Mn,40,2000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Mo,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Mo,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Na,0.07,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Na,0.07,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),NDF,0,78
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),NDF,0,78
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),NEmCattle,1.325,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),NEmCattle,1.325,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),P,0.155,0.31
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),P,0.155,0.31
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),RUP,1.5,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),RUP,1.5,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),S,0,0.4
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),S,0.14,0.4
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Se,0,5
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Se,0.1,5
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),TDNCattle,59.2,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),TDNCattle,59.2,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Vit A,0,66000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Vit A,2825,66000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Vit D,0,25000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Vit D,0,25000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Vit E,0,30000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Vit E,13.5,30000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 500 kg (1100 lb),Zn,0,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 500 kg (1100 lb),Zn,30,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),ADF,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),ADF,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Avail P,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Avail P,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Ca,0.273,0.546
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Ca,0.273,0.546
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),CF,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),CF,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Cl,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Cl,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Co,0,25
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Co,0.1,25
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),CP,5.7,6.2
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),CP,5.7,6.2
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Cu,0,40
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Cu,10,40
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),DM,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),DM,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),EE,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),EE,0,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),eNDF,20,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),eNDF,20,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Fe,0,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Fe,50,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),I,0,50
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),I,0.5,50
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),K,0.546,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),K,0.546,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),MECattle,2,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),MECattle,2,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Mg,0.11,0.6
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Mg,0.11,0.6
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Mn,0,2000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Mn,40,2000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Mo,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Mo,0,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Na,0.07,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Na,0.07,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),NDF,0,78
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),NDF,0,78
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),NEmCattle,1.385,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),NEmCattle,1.385,4.414
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),P,0.164,0.328
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),P,0.164,0.328
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),RUP,1.55,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),RUP,1.55,100
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),S,0,0.4
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),S,0.14,0.4
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Se,0,5
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Se,0.1,5
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),TDNCattle,59.2,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),TDNCattle,59.2,
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Vit A,0,66000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Vit A,2835,66000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Vit D,0,25000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Vit D,0,25000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Vit E,0,30000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Vit E,13.5,30000
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNE,Non-pregnant cows weighing around 545 kg (1200 lb),Zn,0,500
,Beef Cattle,Rations for mature pregnant and non pregnant cows,MNI,Non-pregnant cows weighing around 545 kg (1200 lb),Zn,30,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Ca,0.3,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Ca,0.3,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Co,0,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Co,0.1,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),CP,10.3,11.5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),CP,10.3,11.5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Cu,0,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Cu,10,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Fe,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Fe,50,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),I,0,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),I,0.5,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),K,0.637,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),K,0.637,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),MECattle,2.085,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),MECattle,2.085,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Mn,0,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Mn,40,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),NEmCattle,1.29,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),NEmCattle,1.29,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),P,0.19,0.38
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),P,0.19,0.38
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),RUP,3.1,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),RUP,3.1,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),S,0,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),S,0.14,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Se,0,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Se,0.1,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),TDNCattle,56.8,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),TDNCattle,56.8,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Vit A,0,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Vit A,3880,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Vit E,0,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Vit E,13.5,30000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 400 kg (900 lb),Zn,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 400 kg (900 lb),Zn,30,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),ADF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Avail P,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Ca,0.29,0.58
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Ca,0.29,0.58
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),CF,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Cl,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Co,0,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Co,0.1,25
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),CP,10,11.2
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),CP,10,11.2
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Cu,0,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Cu,10,40
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),DM,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),EE,0,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),eNDF,20,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Fe,0,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Fe,50,500
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),I,0,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),I,0.5,50
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),K,0.637,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),K,0.637,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),MECattle,2.065,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),MECattle,2.065,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Mg,0.18,0.6
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Mn,0,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Mn,40,2000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Mo,0,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Na,0.091,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),NDF,0,78
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),NEmCattle,1.27,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),NEmCattle,1.27,4.414
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),P,0.18,0.36
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),P,0.18,0.36
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),RUP,3,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),RUP,3,100
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),S,0,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),S,0.14,0.4
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Se,0,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Se,0.1,5
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),TDNCattle,55.9,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),TDNCattle,55.9,
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Vit A,0,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Vit A,3950,66000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNI,Now weighing around 450 kg (1000 lb),Vit D,0,25000
,Beef Cattle,Rations for young cows raising their first crop of calves,MNE,Now weighing around 450 kg (1000 lb),Vit E,0,30000
